display_url,caption,likes,comments,date,owner_username,Categoria
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/28763946_198628840896876_2076778509098811392_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2AEarrXoTDCqd2FFNcVcV8U4RlTj__7gMIgsHkGSPAYiVZZpO5MfL3KS2dG77tuaCys&_nc_ohc=irzx_GcAGy4Q7kNvgG4_qQ3&_nc_gid=16b6ae3e5f89400c83c8d637cb2a5604&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYBEzYjL_TMaMoDfcgr_tFU_ayIroWkU8HRZhY3BM938mg&oe=67B9C02E&_nc_sid=d885a2,"“Corra p onde quiser!” O amor q sinto pela minha família é imensurável. Grato à Deus por tudo nessa vida. Por essas duas e meus pais, sou capaz de matar e morrer. Um amor que não cabe no peito.
Essa foto é uma síntese do que quero p Dona Alice. Uma postura curiosa pela vida junto c as ferramentas necessárias p uma jornada segura. Espero um cenário espirituoso e que a luz esteja sempre te guiando p frente. Obrigado por nos ensinar a caminhar e a enxergar o mundo c novos olhos. Papai te ama.",334,21,"2018-03-19T10:20:13,000",mpizzato,Familia
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/13385680_1114339731961622_1782636551_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2AHVNc12EePUqBWNtTP7TZoYrXB9llzRGqkuOjDJbr9gtK2GGkyMO1g5TR8HwkPoN-8&_nc_ohc=QH4zotegr8cQ7kNvgERRI2I&_nc_gid=6226cca4dc5b4e409ab708007c1fb154&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYATEiHhzfTl92WTdCf3B8tGfJIFgCdJrorpF9k0b7VuOg&oe=67B9BC6C&_nc_sid=d885a2,A boca é do papai!,332,31,"2016-06-08T13:51:00,000",mpizzato,Familia
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/14592195_1625145501126063_3963710040556175360_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2AH15hQyRUVye-Sm0IKY39J2wdu35qvVM6Xmr9bHBB15oMI5Ia5rMO1DeIKgNniHq4I&_nc_ohc=4KM58bI4Hr0Q7kNvgH1_u0D&_nc_gid=2eaf0f769b7b4531ac4e5cafaedb9604&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYDNguLx0P4RZO79ng9XHMiZHIcsJn8-VmmYPjRrhbkXVg&oe=67B9DB3A&_nc_sid=d885a2,😘😚😍,184,9,"2017-01-03T13:40:47,000",mpizzato,Relacionamento Interpessoal
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/17076868_1260896990669808_6885090801806737408_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2AEue8mM3A0DkL5dmu8Aas31pmZ9GSMyxZLR1aH_a270T63SUwHglqpqJmsZkzeUr1k&_nc_ohc=_XZiQjjV0gwQ7kNvgGqo81l&_nc_gid=4f40cdfa82f8454abe4cdcebd0c29111&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYDwHH5Jcdox7dpTjWE0926p1xbuTBWnG9zavW2XfbDJSg&oe=67B9B687&_nc_sid=d885a2,"Me perdoa, Pai!
Sou Vida Loka
#bandida #féemdeus",210,23,"2017-03-07T18:17:09,000",mpizzato,Familia
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/17495159_2066646806895522_2370703801431621632_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2AGC5ZKufpf7IzPVykn59mkZasvEwoLiP_IfE858HkJp0cN_7naIQbxD50yZIMPfOQk&_nc_ohc=YGwcy46UbW8Q7kNvgG3mbpT&_nc_gid=d8f0d488be2e4e58b925b3b87e9c2ec0&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYDloNKFZuGiRefck-UkAC2DEswidhX3FlJrS3y0-Is3xg&oe=67B9B142&_nc_sid=d885a2,Ver ao vivo Federer jogar merece um post ostentação! Obrigado pela oportunidade @falcaolef 🎾🙌,104,3,"2017-03-27T16:32:00,000",mpizzato,Redes Sociais
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/18012013_195162341000518_7063513316764680192_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2AEgiTQePOrxQclwDHoNTCCsQK-YhXyzs1-9Rt3T0eWb3vJ9ypbm6FMYY_WaCP0hzYY&_nc_ohc=FsB2B9YThFEQ7kNvgEl8E5w&_nc_gid=26e900ca94454de6bcb5865b2474f9b9&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYC_9WgHXFzVT8mNxjVy6ljjcP8YIGccVjc6qnRzse9fEQ&oe=67B9B9F0&_nc_sid=d885a2,Os dindos vieram! ☉🌊😍,354,23,"2017-04-18T22:42:26,000",mpizzato,Familia
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/18645685_1230686583724222_442133945019006976_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2AHMzSeDVnwzyxW_YDz7Tx6aCdXkoCZ6oMp5ymwrLP1pholJ5LBRTSKyWosoy1825X8&_nc_ohc=jWdd4G9VM2sQ7kNvgGshJFk&_nc_gid=3c391ac2f1384e1680d485890b9dcce3&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYANcItNEzIm2HWCDRtLAf-K_ov0ooTWqxAMS2TYu1ZjCg&oe=67B9BED6&_nc_sid=d885a2,"Provavelmente, o sentimento mais difícil de passar p papel. Enquanto escrevo, choro de felicidade e plenitude. Há um ano, Alice nascia. Há um ano, eu nascia de novo. Mais forte, mais focado e feliz. Você, minha filha, me ensinou o verdadeiro significado de ""coragem"", me tirou da zona de conforto e me coloca todo dia na gostosa missão de te colocar no melhor mundo possível.
Amor incondicional, imensurável que a gnt, junto com sua mãe que amo tanto, pratica todo dia. Nesse um ano, nossa jovem família passou por muita coisa. Optamos por caminhos difíceis, firmes na decisão, por entender ser o melhor para nós. Fico mt feliz de te levar ao parque, na praia e na piscina. Te estimular com seus primeiros passos, passar valores como respeito ao outro e cooperação. No fundo, sei que é você que me ensina tudo isso. Te amo muito, gratidão",746,55,"2017-05-24T11:15:32,000",mpizzato,Familia
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/19985081_126482581292840_8341543765550301184_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2AFIvNPhyQ6K-dLTULPAGeStK69hXuY19vgNnKntPyIzmBMqLE-J0OCz6mAvrbGREzY&_nc_ohc=1CarkJOal-UQ7kNvgFkjuGU&_nc_gid=68301d0b729d44958dc832960ecb12f1&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYBWSn1s5eEnbjlVe2qa2ZOelPdcy9KsGljBeFVwXy28EA&oe=67B9CAF8&_nc_sid=d885a2,"E aí, vai encarar? 😎👔👞",745,76,"2017-07-12T18:07:36,000",mpizzato,Relacionamento Interpessoal
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/20347092_160392307852463_4522548430374961152_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2AECZ9-4UiPoD1OQqE1MrcYfyxsPO58E3F-rLh44zrWOAP2AweD8rbD7fETabEBvSq0&_nc_ohc=KLleCUso-wsQ7kNvgHzLmjH&_nc_gid=c7089c5595064f66b31b6cde3be65c4a&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYA5KRtbPm4n4dEy_jROdnIw42vos0LoxXTDow9-RQkWLA&oe=67B9DF42&_nc_sid=d885a2,Thank you @carolesmithrealtor for being my mentor and support.,144,16,"2017-07-27T13:52:46,000",mpizzato,Relacionamento Interpessoal
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/20589971_110888132910247_599291613037985792_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2AGXQBnc2l6KkUtuAX1W5LFfqULzbtLixu4ka0YvXOB6bUa-WD2Laf8VmqkIBg1aUmc&_nc_ohc=IbXpWrOLDeoQ7kNvgEqMVCp&_nc_gid=8eed74c508da4dec8dfe576a6fd29970&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYBdO6dFZhmcF_gg2iwacjdDk_HYY5lFjtyI9tE1OEwNVw&oe=67B9C9BB&_nc_sid=d885a2,So proud of my daughter's first solo exhibition! A study of movement and painting techniques. Te amo Alice 😍,161,12,"2017-08-03T09:32:04,000",mpizzato,Familia
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/59830688_428668101299330_2723244153900349584_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2AF_qf_uMTb6oA49c_7cx0UpZTa-0Lkg6a_f7UVPUDQ8Kgc537hoONwQ3D92tYIVobc&_nc_ohc=MvSUa8NrlrEQ7kNvgHcwRGg&_nc_gid=296d94eea656441c869a09a6fb27e9a2&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYBw5iQsUk_uHdImvXCSq3qyYslwNZxPsfI1A6cgPeqGmQ&oe=67B9C546&_nc_sid=d885a2,Abraçamos o Instagram. Uma presença virtual é fundamental para o propósito do BPA: conectar e educar a comunidade brasileira fora do Brasil. Sejam todos bem-vindos e fiquem antenados pois vamos respirar colaborações e engajamento.,210,24,"2019-05-22T15:39:40,000",mpizzato,Redes Sociais
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/94546669_2626375074353494_7234064962039458685_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2AG2ZMT-RFR3JC8njFA3FW-PnJqQOLWcoqjnNYVekPPWGrb6vYn9MzA9sjs8YH5otHc&_nc_ohc=Z4xpZKH_Y5AQ7kNvgEgIIpj&_nc_gid=42c005574c774b62999a33c09ce3f4fa&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYAm79SpQWmZ0tcQVXTSgvpmoa8APaJzC7PA7Ayd4_4-2Q&oe=67B9C37A&_nc_sid=d885a2,"Mais um passo *** IMPORTANTE *** em solo americano. Estou muito feliz pelo convite do JPMorgan de liderar o Hub latino Adelante Diversity Business Resource Group. Agora, é promover mais inovação, mais informação e colaboração para a comunidade latina nos EUA. O convite veio num momento muito oportuno para fazermos conexões genuínas e autênticas.",165,30,"2020-04-26T13:50:38,000",mpizzato,Vida Profissional
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/93781556_717329105737964_6758556577813577147_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2AFU7Mbk0x3ZNSBarXo2XvlO83HmUQNmBgBFdGlvFgjwUNpiFIzLib6WR2rvGOp3nH4&_nc_ohc=3ayoAA1s4FwQ7kNvgG6396Q&_nc_gid=6796af16b6494f168c2894913cee6161&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYBqonZWRShXZoIqZHirEX4GgRH_P5RbrTMxk5GQGp_EUw&oe=67B9E2F6&_nc_sid=d885a2,Qual o futuro que a gente quer pós pandemia? Quais os setores da economia merecem ser resgatados? Vale voltar para uma normalidade compulsiva e cheia de gargalos ou existe espaço para novos tipos de relação entre as pessoas e/com a Terra?,273,12,"2020-04-20T16:41:12,000",mpizzato,Vida Profissional
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/453516602_367583303038253_4935276479089125627_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2AGodcDaL3GIKuiV6v_np07XFs1BShFm_bYRvNW5P5bKvOiSuzKcIVK8ZvpuirAPDqs&_nc_ohc=lOINjJc16noQ7kNvgEySFsw&_nc_gid=5d080b77f2e149d1bea3abd0447bcf7e&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYAI59Avpsw3ntWPF45qaZS8p-pmUrmOuGG2Mnrn3kRNVA&oe=67B9E2B9&_nc_sid=d885a2,"Algumas pessoas querem você por perto, mas te machucam ao invés de cuidar.

Falam de amor, mas não agem como se amassem.

Sentem sua falta, mas não fazem nada para te encontrar.

Vivemos tempos confusos, onde o respeito se perde em ações contraditórias.

A vida nos pede clareza e atitudes que reflitam nossos verdadeiros valores.

Nossa jornada deve ser cheia de encontros autênticos, onde o cuidado seja genuíno e a presença, um presente.

Que possamos aprender a amar de verdade, com a alma inteira, sem medo ou dúvidas

🐚💧💕

📸 @boyanminchev",868,29,"2024-07-30T15:29:03,000",mpizzato,Relacionamento Interpessoal
https://instagram.fstu2-1.fna.fbcdn.net/v/t39.30808-6/472754386_18476344069008525_4828252159677391346_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2AH2q0IsoHahG5hES9JceQlp6W9YThAJ1iA5M8F-MN1oGdh7U3cFlEDX89s9UtRee24&_nc_ohc=51Jzo9NTBG4Q7kNvgH7nLeZ&_nc_gid=4680a3ef3a2c4236862adbe6af1bacff&edm=ANTKIIoAAAAA&ccb=7-5&oh=00_AYA6Ed3X2e6zYmjpOsBsgobSGBNSKe_GDfQKSkDdInmkkQ&oe=67B9B47A&_nc_sid=d885a2,"Lar não é apenas uma casa.

É um refúgio onde o coração encontra paz.

Pode ser no calor de um abraço familiar, nas raízes profundas da sua cultura, ou nas paixões que incendeiam a alma.

Não é sempre que seu amor vai ser correspondido, mas lembre-se:

Você é para algumas pessoas, não todas.

A verdade é que, onde quer que seu coração sorria, você está em casa.

💕🙏🌷✨

Hoje, onde é o lar para você?",3038,42,"2024-01-11T15:28:18,000",mpizzato,Familia
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/425181528_934641350983554_1717955608587079342_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2AG0k33831SgR9PURSU58kUYpMbQRFiJVdMUTYBKhig_kYL10bDOYslTDona8Mxtr7I&_nc_ohc=Ezf8R7mrnxcQ7kNvgH3pFHk&_nc_gid=1b0f252f8e92442f9ff268bf517f6590&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYB-4r5GfkLoCdHYcgp07HgwigAATCv-arVUrjX4aW5Q1w&oe=67B9E1F0&_nc_sid=d885a2,"Desapegar é uma jornada de autocuidado e sabedoria que nos convida a refletir sobre onde investimos nossa energia.

Imagine uma situação onde palavras desagradáveis são dirigidas a você.

Ao invés de reagir, você opta pela serenidade.

Varias vezes, enfrentei situações em que eu tinha muito a dizer, mas aprendi a me perguntar:

‘Essa pessoa merece meu tempo e minha atenção?’

Se a resposta for não, desapegar é o caminho mais sábio.

Agir com maestria e calma sem permitir que a vibe pesada dos outros nos afete é um sinal de poder.

Saber separar quando ajudar e quando preservar nosso próprio bem-estar mantém um equilíbrio entre cuidar da gente e cuidar dos outros.

Gostou do texto? Favorita, dropa um 👍 e um comentário.

Conhece alguém que precisa ler? Compartilha.

Sempre juntos 💥",2509,129,"2024-02-05T18:24:59,000",mpizzato,Autoconhecimento
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/418066503_3709561935930392_2648916420011213584_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2AE6VFeJpiA5KOxGaF5W0NLHOAo5ujcbCjrndP03ZbejD1BC5W40jeyVrnQ4A9f6vIw&_nc_ohc=fOe53P3XTF4Q7kNvgHCBBI1&_nc_gid=d4f5ffd17dff415ea7181d7756c08ddc&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYB_pUv8ROT6mwOXlU5DUpl0yqnS7do_Kup2N0LvViuV8A&oe=67B9C989&_nc_sid=d885a2,"A gente é o nosso pior crítico e, muitas vezes, subestima o impacto que tem no mundo.

Lembre-se, sua luz é única e suas ações tocam as pessoas ao seu redor.

Por isso, desapega de julgamento, achismo, suposição, etc.

Seja gentil consigo mesmo, e não com a ideia de quem você ‘deveria’ ser.

Afinal, num mundo que diz o contrário, ser vulnerável e aceitar suas falhas é um ato de amor.

Porque não é sobre ser perfeito; é sobre ser você, e isso é coragem – é enfrentar o medo, não a ausência dele.

A gente só perde tudo quando perde a fé.

A sua jornada é um presente valioso e cada desafio é apenas mais um capítulo da sua história.

Lutar pela sua verdadeira versão vai te transformar em um farol de esperança e coragem; uma luz espiritual para aqueles que encontram inspiração na sua busca por essência.

Gostou desse vídeo?

Encaminha para alguém que precisa vê-lo.

💕🙏",3177,53,"2024-01-12T18:38:48,000",mpizzato,Autoconhecimento
https://instagram.fstu2-1.fna.fbcdn.net/v/t39.30808-6/471274412_18476347672008525_3525347819944366465_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2AEihCt6wxDjGQjFV5JcDW7w6glqSGNXoVE3cmSc5OqK0qOeP3Q-KHsryEoP8PmqKq8&_nc_ohc=1QpAwuvIS4AQ7kNvgHwAAVY&_nc_gid=6f5191f7258a4702882b34cda24886a1&edm=ANTKIIoAAAAA&ccb=7-5&oh=00_AYD2rMJrBJeQ1P8AzjPjgOR382DVLR6vCUFwbk_q195_Uw&oe=67B9E59C&_nc_sid=d885a2,"Em meio às reviravoltas da vida, as conexões que mais valorizamos perduram.

Podem passar dias, semanas ou até anos sem que nos encontremos.

Porém, quando a reunião acontece, a química é inegável.

Os verdadeiros laços desafiam as barreiras do tempo e do espaço, se fortalecendo à medida que cada um segue seu caminho.

Eles nos ensinam, nos moldam, e nos permitem ver o mundo através de múltiplas perspectivas.

O amor incondicional nos eleva, criando vínculos profundos que resistem a todas as provações da vida.

Gostou do texto?

Dropa um 👍 e favorita.

Pensou em alguém?

Compartilha ✨",1535,27,"2024-01-14T13:59:14,000",mpizzato,Relacionamento Interpessoal
